Score,Název,IČO,Město,Kraj,Email,Telefon,Typ,Tier
65,Lékárna MEDI - MED s.r.o.,28304292,Otrokovice,Olomoucký kraj,lekarna.medimed@centrum.cz,577 101 944,Lékárna,Tier 3
65,Lékárna Medica,29254477,Němčice nad Hanou,Zlínský kraj,nemcice@lekarnamedica.cz,"582 386 780, 735 755 538",Lékárna,Tier 3
65,Lékárna MELISSA,60115653,Libáň,Královéhradecký kraj,lekarna.melissa.liban@tiscali.cz,493 598 627,Lékárna,Tier 3
65,Lékárna Mellisa,27465306,Česká Třebová,Pardubický kraj,lekarnamellisa@tiscali.cz,465 511 097,Lékárna,Tier 3
65,Lékárna Měřín,03589226,Měřín,Kraj Vysočina,hsmejkalova@lekarnamerin.cz,566 544 164,Lékárna,Tier 3
65,LÉKÁRNA MĚSTEČKO ŽDÁNICE,05472423,Ždánice,Jihomoravský kraj,lekarnamestecko@seznam.cz,722 053 770,Lékárna,Tier 3
65,"Lékárna Mgr. Březinové, s.r.o.",27818250,Uničov,Zlínský kraj,lekarna.brezinova@seznam.cz,585 053 323,Lékárna,Tier 3
65,Lékárna Mirošov s.r.o.,09778411,Mirošov,Plzeňský kraj,lekarna.mirosov@tiscali.cz,724 721 771,Lékárna,Tier 3
65,Lékárna Moravský Beroun s.r.o.,01702874,Moravský Beroun,Zlínský kraj,lekarna.m.beroun@iol.cz,733570113,Lékárna,Tier 3
65,LÉKÁRNA NA DOLINĚ,72393301,Velká nad Veličkou,Jihomoravský kraj,lekarnadoline@email.cz,518 382 134,Lékárna,Tier 3
65,Lékárna Na Letné,49815024,Náchod,Pardubický kraj,lekarna@dentimed.cz,491 421 637,Lékárna,Tier 3
65,LÉKÁRNA NA LITOMĚŘICKÉ,49086979,Bílina,Ústecký kraj,lekarna@upivovaru.com,417 829 333,Lékárna,Tier 3
65,Lékárna Na Lužci,02555719,Lázně Bohdaneč,Pardubický kraj,lekarnanaluzci@seznam.cz,466 924 387,Lékárna,Tier 3
65,Lékárna Na náměstí,60719028,Žďár nad Sázavou,Kraj Vysočina,leknanam@seznam.cz,566 626 072,Lékárna,Tier 3
65,Lékárna Na náměstí,26380285,Radnice,Plzeňský kraj,lekarna.radnice@seznam.cz,371 785 250,Lékárna,Tier 3
65,Lékárna Na Náměstí,27246728,Stochov,Středočeský kraj,lekarna.stochov@seznam.cz,312 651 204,Lékárna,Tier 3
65,Lékárna Na Náměstí,26005930,Světlá nad Sázavou,Kraj Vysočina,optima.namesti@seznam.cz,569 452 756,Lékárna,Tier 3
65,Lékárna Na Náměstí Dačice s.r.o.,03379639,Dačice,Jihočeský kraj,lekarna.dacice@seznam.cz,384 420 151,Lékárna,Tier 3
65,Lékárna Na Novém Městě,47474505,Jičín,Královéhradecký kraj,jbartonova@email.cz,493 525 485,Lékárna,Tier 3
65,Lékárna Na Podluží,26944766,Lužice,Jihomoravský kraj,lekarna.luzice@gmail.com,518 357 011,Lékárna,Tier 3
65,Lékárna Na Poliklinice,06905871,Dobruška,Královéhradecký kraj,"lekarna.pulicka@seznam.cz, aja.hradecka@seznam.cz",494 621 836,Lékárna,Tier 3
65,Lékárna Na Poliklinice,02818451,Náměšť nad Oslavou,Jihomoravský kraj,napoliklinice@seznam.cz,568 620 270,Lékárna,Tier 3
65,Lékárna Na Poliklinice,28854772,Žamberk,Pardubický kraj,lekarna.poliklinika@zamberk.cz,465 611 053,Lékárna,Tier 3
65,Lékárna Na Středisku,06531865,Police nad Metují,Pardubický kraj,lekarnapolice@seznam.cz,491 814 083,Lékárna,Tier 3
65,Lékárna Na Zámecké,26741903,Benešov,Středočeský kraj,na.zamecke@c-box.cz,317 726 410,Lékárna,Tier 3
65,Lékárna NOVEA,25864173,Kyjov,Jihomoravský kraj,lekarna.kyjov@stavovska.cz,534 008 844,Lékárna,Tier 3
65,Lékárna Nový Jičín,01874365,Nový Jičín,Moravskoslezský kraj,lekarna.novyjicin@gmail.com,775 481 011,Lékárna,Tier 3
65,Lékárna Olympia,23829940,Nejdek,Karlovarský kraj,olympia@pharmacium.cz,353 826 231,Lékárna,Tier 3
65,Lékárna Oslavany,65276086,Oslavany,Jihomoravský kraj,lekarnaoslavany@atgcentrum.cz,546 423 448,Lékárna,Tier 3
65,Lékárna Panax,26864100,Vítkov,Moravskoslezský kraj,panax.vitkov@seznam.cz,556 315 472,Lékárna,Tier 3
65,Lékárna Paracelsus,48530085,Moravský Krumlov,Jihomoravský kraj,paracelsus.lekarna@seznam.cz,515 322 428,Lékárna,Tier 3
65,Lékárna Pečky,62445081,Pečky,Středočeský kraj,jazer@seznam.cz,321 785 068,Lékárna,Tier 3
65,Lékárna Petrovická,74672428,Petrovice u Karviné,Moravskoslezský kraj,lekarna.petrovicka@seznam.cz,596 361 112,Lékárna,Tier 3
65,Lékárna Plhov,63591880,Náchod,Pardubický kraj,lekarna.plhov@seznam.cz,491 420 285,Lékárna,Tier 3
65,Lékárna Plumlov,26953731,Plumlov,Zlínský kraj,j.linhartova@post.cz,601 561 487,Lékárna,Tier 3
65,Lékárna Pod Kaňkem,48677361,Kutná Hora,Středočeský kraj,lekarna.podkankem@tiscali.cz,327 512 302,Lékárna,Tier 3
65,Lékárna pod náměstím,29450926,Frenštát pod Radhoštěm,Moravskoslezský kraj,lekarna@lekarnaduo.cz,553 038 645,Lékárna,Tier 3
65,Lékárna pod podloubím,48398241,Třinec,Moravskoslezský kraj,lekpodpodloubim@seznam.cz,558 333 598,Lékárna,Tier 3
65,Lékárna Pod Pradědem,25385585,Bruntál,Zlínský kraj,lekarnapodpradedem@seznam.cz,554 714 394,Lékárna,Tier 3
65,Lékárna Pod Sloupem,46960856,Drnholec,Jihomoravský kraj,lekarna.drnholec@seznam.cz,519 519 282,Lékárna,Tier 3
65,Lékárna Pod Synagogou,18282270,Milevsko,Jihočeský kraj,podsynagogou@seznam.cz,382 521 178,Lékárna,Tier 3
65,Lékárna Pod Zvičinou,28570481,Hořice,Královéhradecký kraj,"podzvicinou@mojelekarna.cz, horice@mojelekarna.cz",493 622 309,Lékárna,Tier 3
65,Lékárna Poliklinika,04952651,Blatná,Jihočeský kraj,lek.pol.blatna@quick.cz,383 421 052,Lékárna,Tier 3
65,LÉKÁRNA POLIKLINIKA,26103991,Vimperk,Jihočeský kraj,lekarnapoliklinika@post.cz,734 178 144,Lékárna,Tier 3
65,Lékárna Poliklinika Město,03535673,Uherský Brod,Jihomoravský kraj,agimail@seznam.cz,"572 633 523, 608 333 523",Lékárna,Tier 3
65,Lékárna Poliklinika Úvaly,27924122,Úvaly,Středočeský kraj,lekarnauvaly@seznam.cz,725542583,Lékárna,Tier 3
65,Lékárna Prima,25784684,Chrudim,Pardubický kraj,prima@pearshealthcyber.com,"469 775 813, 424 600 771",Lékárna,Tier 3
65,Lékárna Primavera,63994631,Zruč nad Sázavou,Středočeský kraj,Primavera.lek@seznam.cz,327 531 183,Lékárna,Tier 3
65,Lékárna PRIMULA,04548701,České Meziříčí,Královéhradecký kraj,primulacm@seznam.cz,"494 661 285, 731 302 151",Lékárna,Tier 3
65,Lékárna Přibyslav,27462102,Přibyslav,Kraj Vysočina,tecl@theriak.cz,569 484 385,Lékárna,Tier 3
65,Lékárna Rájec s.r.o.,27665933,Rájec-Jestřebí,Jihomoravský kraj,lekarna.rajec@email.cz,516 432 024,Lékárna,Tier 3
65,Lékárna Rosa Canina,48161667,Sezemice,Pardubický kraj,lekarnarosa@seznam.cz,466 931 651,Lékárna,Tier 3
65,Lékárna Salix,26911582,Třešť,Kraj Vysočina,salix@kf.cz,567 214 642,Lékárna,Tier 3
65,Lékárna Salve,27798062,Mohelnice,Zlínský kraj,lekarna.salve@seznam.cz,583 430 205,Lékárna,Tier 3
65,Lékárna Salvia,46640762,Lomnice nad Lužnicí,Jihočeský kraj,leklom@seznam.cz,384 792 212,Lékárna,Tier 3
65,Lékárna SANATIO,10924361,Litomyšl,Kraj Vysočina,lekarna.sanatio@seznam.cz,461 311 909,Lékárna,Tier 3
65,Lékárna Sano,47822937,Valašské Meziříčí,Olomoucký kraj,lekarna.sano@tiscali.cz,571 615 050,Lékárna,Tier 3
65,Lékárna Seč,26009757,Seč,Pardubický kraj,sec@ipcnet.cz,605160632,Lékárna,Tier 3
65,Lékárna Slavonice,46640797,Slavonice,Jihočeský kraj,salkova@volny.cz,384 493 140,Lékárna,Tier 3
65,Lékárna Sloup,23089083,Sloup,Jihomoravský kraj,info@venkovskalekarna.cz,516 435 391,Lékárna s OOVL,Tier 3
65,Lékárna Sluníčko,47438282,Jemnice,Jihomoravský kraj,lekslunicko@volny.cz,568 450 238,Lékárna,Tier 3
65,Lékárna Solnice,28854772,Solnice,Královéhradecký kraj,solnice@rp-galenica.cz,494 596 473,Lékárna,Tier 3
65,Lékárna Srdce na dlani,06432816,Česká Třebová,Pardubický kraj,lekarna1@lekyhned.cz,465 324 578,Lékárna,Tier 3
65,Lékárna Starý Hrozenkov,75151731,Starý Hrozenkov,Jihomoravský kraj,zahalkova.m@seznam.cz,572 696 219,Lékárna,Tier 3
65,Lékárna Strání,48491624,Strání,Jihomoravský kraj,tomanovamarcela@seznam.cz,572 695 540,Lékárna,Tier 3
65,Lékárna Studená,01396650,Studená,Jihočeský kraj,lekarna.studena@seznam.cz,384 490 047,Lékárna,Tier 3
65,Lékárna Svatého Prokopa,47734388,Žiželice,Středočeský kraj,"lekarna.vesely@iol.cz, lekarna@veselyquick.cz",321 693 415,Lékárna,Tier 3
65,Lékárna Svratka s.r.o.,29365627,Svratka,Kraj Vysočina,info@lekarna-svratka.cz,566 662 380,Lékárna,Tier 3
65,Lékárna Šlapanice,10697497,Šlapanice,Jihomoravský kraj,lekarna@lekarnaslapanice.cz,602 791 083,Lékárna s OOVL,Tier 3
65,Lékárna Štěpnice s.r.o.,25584367,Uherské Hradiště,Jihomoravský kraj,lekarna.stepnice@tiscali.cz,572 564 365,Lékárna,Tier 3
65,Lékárna Švihov,75303027,Švihov,Plzeňský kraj,lekarnasvihov@seznam.cz,376 393 362,Lékárna,Tier 3
65,Lékárna Tilia,17299608,Mariánské Lázně,Karlovarský kraj,lekarnatiliaml@seznam.cz,792399098,Lékárna,Tier 3
65,Lékárna TILIA,49450077,Bučovice,Jihomoravský kraj,odrazilova@tilia-bucovice.cz,517 383 215,Lékárna,Tier 3
65,Lékárna Tobolka,23618892,Kopidlno,Královéhradecký kraj,lekarnatobolka@seznam.cz,606 909 117,Lékárna,Tier 3
65,LÉKÁRNA TROUBSKO,64299112,Troubsko,Jihomoravský kraj,lekarna.troubsko@seznam.cz,"547 228 397, 602 790 288",Lékárna,Tier 3
65,Lékárna Tyršova,07870833,Kolín,Středočeský kraj,lek_tyrsova@volny.cz,321 722 085,Lékárna,Tier 3
65,Lékárna Tyršovo náměstí,29036151,Roztoky,Středočeský kraj,ekos2010@seznam.cz,220 514 506,Lékárna,Tier 3
65,Lékárna U anděla,28712595,Roudnice nad Labem,Ústecký kraj,lekarnaroudnice@seznam.cz,416 838 157,Lékárna,Tier 3
65,Lékárna U Anděla,19384378,Loučovice,Jihočeský kraj,loucovice@lipenskelekarny.cz,777 793 508,Lékárna s OOVL,Tier 3
65,"Lékárna ""U Anděla strážce""",25230816,Domažlice,Plzeňský kraj,andel@zlaty-jelen.cz,379 738 311,Lékárna,Tier 3
65,Lékárna U anděla strážce,29091969,Kralovice,Plzeňský kraj,lek.kralovice@centrum.cz,373 396 360,Lékárna,Tier 3
65,Lékárna U Anděla strážce,28646801,Trutnov,Pardubický kraj,benu.trutnov@seznam.cz,499 815 575,Lékárna,Tier 3
65,Lékárna U Anděla Strážce,25289381,Choceň,Pardubický kraj,chocen.tgmasaryka@benu.cz,705 837 328,Lékárna,Tier 3
65,Lékárna U Anděla Strážce,02809176,Hodkovice nad Mohelkou,Liberecký kraj,lekarna.hodkovice@seznam.cz,485 145 068,Lékárna,Tier 3
65,Lékárna U Bašty,74095242,Čáslav,Středočeský kraj,lekarnaubasty@seznam.cz,327 316 000,Lékárna,Tier 3
65,Lékárna U Bílého anděla s.r.o.,26925257,Miroslav,Jihomoravský kraj,hbauerova@tiscali.cz,515 333 600,Lékárna,Tier 3
65,Lékárna U Bílého hada,25257862,Nový Bydžov,Královéhradecký kraj,"lekarna.had@tiscali.cz, lekarnahad@seznam.cz",495 491 374,Lékárna,Tier 3
65,Lékárna U Bílého jednorožce,28794796,Libochovice,Ústecký kraj,lekarna.libochovice@centrum.cz,416 591 293,Lékárna,Tier 3
65,Lékárna U Bílého medvěda,47541628,Kutná Hora,Středočeský kraj,bilymedved19@gmail.com,327 514 969,Lékárna,Tier 3
65,Lékárna U Bílého medvěda,66048192,Černošice,Středočeský kraj,lekarna.ubm@seznam.cz,730 778 085,Lékárna,Tier 3
65,Lékárna U Černého orla,10824383,Nové Město nad Metují,Pardubický kraj,cernyorel.nmnm@lekia.cz,491 470 759,Lékárna,Tier 3
65,Lékárna U Černého orla,03373380,Svoboda nad Úpou,Pardubický kraj,info@lekarnasvoboda.cz,725 466 482,Lékárna,Tier 3
65,Lékárna U Černého orla,23717475,Kouřim,Středočeský kraj,lekarnakourim@gmail.com,321 783 440,Lékárna,Tier 3
65,Lékárna U Červeného raka,86906119,Skuteč,Pardubický kraj,lekarna.skutec@tiscali.cz,"469 319 519, 469 350 235",Lékárna,Tier 3
65,Lékárna U České koruny,45813132,Nové Strašecí,Středočeský kraj,chytra@c-box.cz,313 572 137,Lékárna,Tier 3
65,Lékárna U Českého lva,75230542,Zbraslavice,Středočeský kraj,lekarna.vojnarova@seznam.cz,327 591 208,Lékárna,Tier 3
65,Lékárna U Haltufů,04858450,Nový Bydžov,Královéhradecký kraj,lekarna.nb@seznam.cz,495 492 544,Lékárna,Tier 3
65,Lékárna U Jordánu,46633936,Tábor,Jihočeský kraj,lekujordanu@seznam.cz,732 830 777,Lékárna s OOVL,Tier 2
65,Lékárna U Lásků v.o.s.,60914998,Lomnice nad Popelkou,Královéhradecký kraj,lekarnaulasku@seznam.cz,481 671 219,Lékárna,Tier 3
65,Lékárna U Marka,25257862,Nový Bydžov,Královéhradecký kraj,lekarnamarek@seznam.cz,495 491 506,Lékárna,Tier 3
65,Lékárna U Matky Boží,04211201,Mníšek pod Brdy,Středočeský kraj,lekarnamnisek@seznam.cz,318 592 258,Lékárna,Tier 3
65,Lékárna U Matky Boží Pomocné,23438401,Veselí nad Lužnicí,Jihočeský kraj,lekarna-mazalovska@seznam.cz,381 582 143,Lékárna s OOVL,Tier 3
65,Lékárna u Mikoláše Alše,05601479,Mirotice,Jihočeský kraj,miroticka.lekarna@gmail.com,382 229 121,Lékárna,Tier 3
65,Lékárna U Palmy,28146549,Protivín,Jihočeský kraj,tara@volny.cz,382 251 060,Lékárna,Tier 3
65,Lékárna u polikliniky,27135781,Humpolec,Jihočeský kraj,poliklvan@seznam.cz,565 532 042,Lékárna,Tier 3
65,Lékárna U Polikliniky,02597519,Moravská Třebová,Kraj Vysočina,lekarnaupolikl@seznam.cz,461 311 663,Lékárna,Tier 3
65,Lékárna U Radnice,01743511,Kojetín,Olomoucký kraj,halkova.kojetin@seznam.cz,581 762 251,Lékárna,Tier 3
65,Lékárna U Rytíře,04613465,Krucemburk,Kraj Vysočina,lek.kruc@seznam.cz,569 697 131,Lékárna,Tier 3
65,"LÉKÁRNA U SALVÁTORA, Nové Město na Moravě, s.r.o.",48909050,Nové Město na Moravě,Kraj Vysočina,u.salvatora@tiscali.cz,"566 618 551, 732 441 065",Lékárna s OOVL,Tier 3
65,Lékárna U Slunce,02361591,Aš,Karlovarský kraj,kytkovamaa@seznam.cz,354 671 397,Lékárna,Tier 3
65,Lékárna U Spasitele,46790411,Vejprty,Ústecký kraj,kilad@volny.cz,474 386 539,Lékárna,Tier 3
65,Lékárna U sv. Alžběty,25290291,Teplice nad Metují,Pardubický kraj,posta@lekarnakuklik.cz,491 581 315,Lékárna,Tier 3
65,Lékárna U sv. Anny,28159667,Písek,Jihočeský kraj,marekbarta@volny.cz,382 210 365,Lékárna,Tier 3
65,Lékárna U sv. Barbory,27783375,Dolní Lutyně,Moravskoslezský kraj,lsv.barbora@seznam.cz,739 218 985,Lékárna,Tier 3
65,Lékárna u sv. Jakuba s.r.o.,28750390,Česká Kamenice,Ústecký kraj,ujakuba@cmail.cz,412 582 638,Lékárna,Tier 3
65,Lékárna U Zámku,26241927,Židlochovice,Jihomoravský kraj,lekarnauzamku@poliklinika-zidlochovice.cz,544 212 111,Lékárna,Tier 3
65,Lékárna U Zámku,73610127,Opočno,Královéhradecký kraj,lekarna.uzamku@tiscali.cz,494 668 208,Lékárna,Tier 3
65,Lékárna U zlatého hada,48670324,Kutná Hora,Středočeský kraj,uzlatehohada.lek@seznam.cz,327 514 519,Lékárna,Tier 3
65,Lékárna U zlatého hada,87742985,Ronov nad Doubravou,Pardubický kraj,lekarna.ronov@seznam.cz,469 690 114,Lékárna,Tier 3
65,Lékárna U Zlatého hada,25030973,Lovosice,Ústecký kraj,lekarna.uzlatehohada@seznam.cz,416 532 710,Lékárna,Tier 3
65,Lékárna U Zlatého hada,07836732,Ledeč nad Sázavou,Kraj Vysočina,lekarnauzlatehohada@atlas.cz,569 720 890,Lékárna,Tier 3
65,Lékárna U Zlatého hada Cvikov s.r.o.,09381465,Cvikov,Liberecký kraj,lekarna.cvikov@gmail.com,"487751167, 730778231",Lékárna (L),Tier 3
65,"Lékárna ""U ZLATÉHO JELENA""",25230816,Domažlice,Plzeňský kraj,lekarna@zlaty-jelen.cz,379 792 118,Lékárna,Tier 3
65,Lékárna U zlatého lva,01743511,Kojetín,Olomoucký kraj,kojetinlekarna@gmail.com,581 761 759,Lékárna,Tier 3
65,Lékárna U Zlatého lva,48949388,Rakovník,Středočeský kraj,levrakovnik@seznam.cz,313 512 648,Lékárna,Tier 3
65,Lékárna U Zlatého lva Nový Bor s.r.o.,02020076,Nový Bor,Liberecký kraj,kroubinkova@centrum.cz,487723087,Lékárna,Tier 3
65,Lékárna Ústavu leteckého zdravotnictví,61382981,Praha,Praha,lekarna@ulz.cz,973 212 472,Apatykářský,Tier 1
65,"Lékárna V a M, spol.s r.o.",47470402,Havlíčkův Brod,Kraj Vysočina,vam.lekarna@hbnet.cz,569 422 291,Lékárna,Tier 3
65,Lékárna V Aleji,01809938,Poděbrady,Středočeský kraj,lekarna@valeji.cz,325 625 324,Lékárna,Tier 3
65,Lékárna V Centru,27263011,Jablonec nad Nisou,Liberecký kraj,petr.fratric@gmail.com,"483 710 491, 483 710 706",Lékárna,Tier 3
65,Lékárna v Jiříkově,28671384,Jiříkov,Ústecký kraj,l.vaclavek@volny.cz,412 338 366,Lékárna,Tier 3
65,Lékárna v Rumunské,27404595,Praha,Praha,investpharm1@volny.cz,222522942,Lékárna,Tier 1
65,Lékárna Velké náměstí,75205114,Kroměříž,Olomoucký kraj,namesti@lekarnakm.cz,573 342 035,Lékárna,Tier 3
65,Lékárna Viola,26005930,Světlá nad Sázavou,Kraj Vysočina,optima.viola@seznam.cz,569 452 362,Lékárna,Tier 3
65,Lékárna Viola,24302732,Benátky nad Jizerou,Středočeský kraj,lekarnaviola@poluha.cz,326 362 770,Lékárna,Tier 3
65,Lékárna Vranovice,28314972,Vranovice,Jihomoravský kraj,lekarna.vranovice@seznam.cz,519 322 751,Lékárna,Tier 3
65,Lékárna Zdraví,27798062,Mohelnice,Zlínský kraj,Lekarna.mohelnice@seznam.cz,583 430 085,Lékárna,Tier 3
65,LÉKÁRNA ZDRAVÍ s.r.o.,27764974,Dobrá,Moravskoslezský kraj,lekarnazdravi@lekarna-hit.cz,558 641 392,Lékárna,Tier 3
65,Lékárna Zelený slon,06712428,Habartov,Karlovarský kraj,lekarnaukostela@seznam.cz,771 159 820,Lékárna,Tier 3
65,Lékárna Zubří,02137712,Zubří,Olomoucký kraj,zubri@rubus.cz,571 658 398,Lékárna s OOVL,Tier 3
65,Lékárna Ždánice,61392499,Ždánice,Jihomoravský kraj,lekarna.zdanice@iol.cz,518 633 282,Lékárna,Tier 3
65,Lékárna 050506,48651419,Jaroměř,Pardubický kraj,vaclav.michalek@cbox.cz,491 812 480,Lékárna,Tier 3
65,Lékárna-Městská poliklinika,75045273,Týnec nad Sázavou,Středočeský kraj,lekarna-tynec@cbox.cz,317 701 335,Lékárna,Tier 3
65,Lubenecká lékárna,29117585,Lubenec,Ústecký kraj,lubenecka-lekarna@seznam.cz,415 211 899,Lékárna,Tier 3
65,Magistra NOVÁ LÉKÁRNA,24801011,Poděbrady,Středočeský kraj,nova.lekarna@centrum.cz,325 615 694,Lékárna,Tier 3
65,MED Centrum spol. s r.o.,47977434,Lipník nad Bečvou,Olomoucký kraj,lekarna@mc.mitranet.cz,581 774 153,Lékárna,Tier 3
65,Modrá lékárna Na příkopech,06432816,Ústí nad Orlicí,Pardubický kraj,modralekarna@lekyhned.cz,465 422 804,Lékárna,Tier 3
65,Multiscan Pharma s.r.o.,28426568,Pardubice,Pardubický kraj,"info@mspharma.cz, kancelar@mspharma.cz","466 016 499, 466 016 432",Lékárna s odb. prac. (LO),Tier 2
65,Na náměstí,46018417,Třebenice,Ústecký kraj,lekarna.trebenice@seznam.cz,416 594 431,Lékárna,Tier 3
65,Na náměstí,66068096,Benátky nad Jizerou,Středočeský kraj,z.jelinkova@email.cz,326 316 795,Lékárna,Tier 3
65,Na Náměstí,27469425,Týniště nad Orlicí,Královéhradecký kraj,leknanamesti@volny.cz,494 320 468,Lékárna,Tier 3
65,Na Struze,64201279,Trutnov,Pardubický kraj,nastruze@volny.cz,499 819 160,Lékárna,Tier 3
65,Na středisku,26850281,Bohuňovice,Zlínský kraj,lex.bohunovice@seznam.cz,585 389 005,Lékárna,Tier 3
65,NOVÁ LÉKÁRNA,24209201,Konice,Zlínský kraj,lekarnakonice@quick.cz,582 397 493,Lékárna,Tier 3
65,OOVL - LÉKÁRNA ZAMZAM,27211223,Praha,Praha,lekarna.nebusice@gmail.com,220 951 386,OOVL,Tier 1
65,PHARMAX,25150111,Pelhřimov,Jihočeský kraj,pharmaxcz@gmail.com,565 324 589,Lékárna,Tier 3
65,"POLIMEDCENTRUM ZLATÝ LEV s.r.o., Lékárna U zlatého lva",26892618,Kroměříž,Olomoucký kraj,lekarna.ulva@gmail.com,573 339 531,Lékárna,Tier 3
65,Primula,18246877,Třemošná,Plzeňský kraj,lek.tremosna@seznam.cz,"377 953 431, 377 954 127",Lékárna,Tier 3
65,Rudná,46355511,Rudná,Středočeský kraj,rudna.masarykova@lekarnalemon.cz,702101466,Lékárna,Tier 3
65,Rychnov,64668771,Rychnov u Jablonce nad Nisou,Liberecký kraj,sencak@centrum.cz,778 068 958,Lékárna,Tier 3
65,Rýchorská lékárna,03458474,Žacléř,Pardubický kraj,rychorska.lekarna@volny.cz,499 876 139,Lékárna,Tier 3
65,Salvia,49086766,Bílina,Ústecký kraj,lekarna.salvia@volny.cz,417 823 077,Lékárna,Tier 3
65,SANTÉ,48150274,Čáslav,Středočeský kraj,lekarnasante@gmail.com,327 311 011,Lékárna,Tier 3
65,Smiřická lékárna,45538476,Smiřice,Královéhradecký kraj,info@smirickalekarna.cz,495 422 662,Lékárna,Tier 3
65,Stanclova lékárna s.r.o.,47908467,Uherské Hradiště,Jihomoravský kraj,stanclova.lekarna@centrum.cz,572 551 400,Lékárna,Tier 3
65,TILIA APOTHEKA s.r.o.,27712443,Uherské Hradiště,Jihomoravský kraj,tilia.apo@centrum.cz,572 577 049,Lékárna,Tier 3
65,U Aesculapa,25296256,Tanvald,Liberecký kraj,lekarna@scare.cz,483 395 955,Lékárna,Tier 3
65,U Anděla,25045890,Jablonec nad Nisou,Liberecký kraj,hex.jbc@volny.cz,483 317 872,Lékárna,Tier 3
65,U Apolináře,48150274,Třemošnice,Pardubický kraj,lekarna.uapolinare@gmail.com,469 661 484,Lékárna,Tier 3
65,U Bílého lva,49332406,Nechanice,Královéhradecký kraj,u.bileho.lva@email.cz,495 441 029,Lékárna,Tier 3
65,U Bílého orla,26009757,Slatiňany,Pardubický kraj,slatinany@ipcnet.cz,605459001,Lékárna,Tier 3
65,U Černého orla,28733401,Kadaň,Ústecký kraj,lek.ucernehoorla@seznam.cz,474 344 465,Lékárna,Tier 3
65,U Jednorožce,47541628,Kutná Hora,Středočeský kraj,jednorozec@iol.cz,327 514 968,Lékárna,Tier 3
65,U Jindřicha,25499432,Česká Lípa,Liberecký kraj,selivasro@gmail.com,487826332,Lékárna,Tier 3
65,U Karla,45584974,Havlíčkův Brod,Kraj Vysočina,weber@hbnet.cz,569 420 206,Lékárna,Tier 3
65,U Lípy,65024583,Vyšší Brod,Jihočeský kraj,alice.vo@seznam.cz,380 746 900,Lékárna,Tier 3
65,U Matky Boží,26373131,Staňkov,Plzeňský kraj,lekarna.umatkybozi@centrum.cz,379 482 744,Lékárna,Tier 3
65,U Nádraží,62703447,Chlumec nad Cidlinou,Královéhradecký kraj,loudoval@volny.cz,495 487 220,Lékárna,Tier 3
65,U Nádraží,47540443,Kralupy nad Vltavou,Středočeský kraj,lekkralupy@seznam.cz,315 725 197,Lékárna,Tier 3
65,U Stříbrného orla,45920818,Náchod,Pardubický kraj,stribrnyorel@seznam.cz,491 426 295,Lékárna,Tier 3
65,U Sv. Václava,26011441,Hrochův Týnec,Pardubický kraj,hrochuvtynec@lekarnachrudim.cz,469 692 701,Lékárna,Tier 3
65,U Větrného kohouta,48379271,Zbiroh,Plzeňský kraj,lekarna-zbiroh@email.cz,371 794 228,Lékárna,Tier 3
65,U Zlaté koruny,70570744,Budyně nad Ohří,Ústecký kraj,kodlova.lekarna@seznam.cz,728 163 399,Lékárna,Tier 3
65,U Zlatého jelena,69361509,Vlašim,Středočeský kraj,lekarna.satrova@tiscali.cz,317 842 256,Lékárna,Tier 3
65,U Zlatého jelena,25476602,Jirkov,Ústecký kraj,ixora@email.cz,474 659 937,Lékárna,Tier 3
65,U Zlatého lva,61882585,Týnec nad Labem,Středočeský kraj,lektynec@volny.cz,321 781 229,Lékárna,Tier 3
65,V Lékařském domě,47732296,Horní Bříza,Plzeňský kraj,lekarna.hb@volny.cz,377 955 071,Lékárna,Tier 3
65,Valdštejnská lékárna,25408500,Frýdlant,Liberecký kraj,info@lekarna-frydlant.cz,"482 312 195, 777 303 776",Lékárna,Tier 3
65,Za Potokem,28733401,Klášterec nad Ohří,Ústecký kraj,zapotokem@avies.cz,474 376 943,Lékárna,Tier 3
65,Zelená lékárna,16785134,Chotěboř,Kraj Vysočina,zelena.lekarna@chot.cz,569 623 016,Lékárna,Tier 3
65,Zelená lékárna,12327352,Písek,Jihočeský kraj,ilonabouzova@seznam.cz,382 213 995,Lékárna,Tier 3
60,Arnika,28570481,Unhošť,Středočeský kraj,arnika@mojelekarna.cz,312 520 509,Lékárna,Tier 3
60,ASTER PHARMA,46883088,Sušice,Plzeňský kraj,lekarna@asterpharma.cz,376 523 328,Lékárna (L) s OOVL,Tier 3
60,BENU Lékárna,49621173,Moravský Krumlov,Jihomoravský kraj,mkrumlov.znojemska@benu.cz,703 462 253,Lékárna,Tier 3
60,BENU Lékárna,49621173,Nový Jičín,Moravskoslezský kraj,njicin.ockaufland@benu.cz,703 462 249,Lékárna,Tier 3
60,BENU Lékárna,07497652,Bruntál,Zlínský kraj,benu.bruntal@seznam.cz,552 306 808,Lékárna,Tier 3
60,BENU Lékárna,49621173,Rožnov pod Radhoštěm,Olomoucký kraj,roznov.ockaufland@benu.cz,703 462 274,Lékárna,Tier 3
60,BENU Lékárna Anna,06743391,Miroslav,Jihomoravský kraj,lekarnaanna@seznam.cz,517 578 038,Lékárna,Tier 3
60,BENU Lékárna Česká Třebová,07497652,Česká Třebová,Pardubický kraj,benu.ct@seznam.cz,720 200 990,Lékárna s OOVL,Tier 3
